"","...1","category","name","reviewer","review","date","ratings"
"76",76,"Pillow","Silentnight Deep Sleep Pillows 4 Pack - Medium Support Bed Pillows for Side, Front, Stomach and Back Sleepers Comfortable - Machine Washable and Hypoallergenic - Pack of 4","J. R. Osborne","Arrived compressed so have to shake them profusely to look like a pillow. They are OK. Not the best quality and look like they wouldn't last long if used regularly...but OK for our spare room.","Reviewed in the United Kingdom on 8 March 2024","4.0 out of 5 stars"
"77",77,"Pillow","Silentnight Deep Sleep Pillows 4 Pack - Medium Support Bed Pillows for Side, Front, Stomach and Back Sleepers Comfortable - Machine Washable and Hypoallergenic - Pack of 4","Amazon Customer","Delivered on time, and the driver was friendly. The pillows were as described, and very comfortable.","Reviewed in the United Kingdom on 6 March 2024","5.0 out of 5 stars"
"78",78,"Pillow","Silentnight Deep Sleep Pillows 4 Pack - Medium Support Bed Pillows for Side, Front, Stomach and Back Sleepers Comfortable - Machine Washable and Hypoallergenic - Pack of 4","rubyslippers","Soft and cosy, they don't wrap around your head when you lay down. One is enough for me, partner prefers 2.  Have kept shape without much need for plumping","Reviewed in the United Kingdom on 14 October 2023","5.0 out of 5 stars"
"79",79,"Pillow","Silentnight Deep Sleep Pillows 4 Pack - Medium Support Bed Pillows for Side, Front, Stomach and Back Sleepers Comfortable - Machine Washable and Hypoallergenic - Pack of 4","Anne","Happy with this order","Reviewed in the United Kingdom on 24 February 2024","3.0 out of 5 stars"
"80",80,"Pillow","Silentnight Deep Sleep Pillows 4 Pack - Medium Support Bed Pillows for Side, Front, Stomach and Back Sleepers Comfortable - Machine Washable and Hypoallergenic - Pack of 4","Amazon Customer","I ordered the no.7 firmness. Amazing. I mean amazing, I had a great sleep with no neck ache (for once). Used one pillow only.  I will ask my hubby hiw he found his .... when he wakes up.  Big thing for me is that my husband snores so bad, the neighbours can sometimes hear him (how embarrassing), however, he didn't snore very much last night - I know this because he usually wakes ne up. Great pillow - thank you SilentNight x","Reviewed in the United Kingdom on 31 December 2023","5.0 out of 5 stars"
"81",81,"Pillow","Silentnight Deep Sleep Pillows 4 Pack - Medium Support Bed Pillows for Side, Front, Stomach and Back Sleepers Comfortable - Machine Washable and Hypoallergenic - Pack of 4","C. J. Elliott","The pillows turn up compressed to save space. I thought I could simply fluff the pillows up to get them back to their proper conditionThat doesn't fully work, so, I thought I had bought some very thin, hard pillowsI needed to use 2 pillows(I'm a side sleeper), but as the days progressed the pillows expanded, and became softer, so I ended up using only 1 after a weekSo, that all said, how are they?For me, pretty perfect - cool, firm enough to support my head and neck, but soft enough to be comfortableRecommended","Reviewed in the United Kingdom on 4 March 2024","4.4 out of 5 stars"
"82",82,"Pillow","Silentnight Deep Sleep Pillows 4 Pack - Medium Support Bed Pillows for Side, Front, Stomach and Back Sleepers Comfortable - Machine Washable and Hypoallergenic - Pack of 4","rubyslippers","The Silentnight Deep Sleep Firm Pillows have become a staple in my quest for a restful night's sleep. Offering firm support, these pillows are a commendable choice for those who appreciate a more structured and supportive feel during their slumber.The standout feature of these pillows is, without a doubt, the firmness. If you're seeking a pillow that doesn't flatten out under the weight of your head, these may be the ones for you. The firm support provides a noticeable lift, promoting a comfortable alignment for a variety of sleeping positions.The hypoallergenic filling is a reassuring aspect, especially for allergy-prone sleepers like myself. The pillows maintain their shape well, and the durable construction suggests they can withstand regular use without losing their supportive qualities.In terms of comfort, the pillows strike a balance. While the firmness is evident, they still manage to offer a certain level of softness. It's a pleasant middle ground that caters to individuals who prefer both support and a touch of plushness.The pillow covers are made from a soft and breathable material, enhancing the overall sleep experience. The two-pack provides convenience for those who like to switch out their pillows or have a spare for guests.However, it's worth noting that the firmness might not be suitable for everyone. If you prefer a softer, more malleable pillow, these might feel a bit too unyielding.In conclusion, the Silentnight Deep Sleep Firm Pillows deliver on their promise of firm support. While they may not be everyone's cup of tea, those who appreciate a more structured pillow will find these to be a reliable choice for a supportive and comfortable night's sleep.","Reviewed in the United Kingdom on 14 October 2023","5.0 out of 5 stars"
"83",83,"Pillow","Silentnight Deep Sleep Pillows 4 Pack - Medium Support Bed Pillows for Side, Front, Stomach and Back Sleepers Comfortable - Machine Washable and Hypoallergenic - Pack of 4","C. J. Elliott","Good value for money and very soft","Reviewed in the United Kingdom on 4 March 2024","3.0 out of 5 stars"
"84",84,"Pillow","Silentnight Deep Sleep Pillows 4 Pack - Medium Support Bed Pillows for Side, Front, Stomach and Back Sleepers Comfortable - Machine Washable and Hypoallergenic - Pack of 4","Square Chris","Great quality","Reviewed in the United Kingdom on 16 November 2023","5.0 out of 5 stars"
"85",85,"Pillow","Silentnight Deep Sleep Pillows 4 Pack - Medium Support Bed Pillows for Side, Front, Stomach and Back Sleepers Comfortable - Machine Washable and Hypoallergenic - Pack of 4","Lisa","The quality is excellent. Firmness is just right. Not to hard. A good sized pillows. Value you for the price. Very pleased with my purchase","Reviewed in the United Kingdom on 25 November 2023","5.0 out of 5 stars"
"86",86,"Pillow","Silentnight Deep Sleep Pillows 4 Pack - Medium Support Bed Pillows for Side, Front, Stomach and Back Sleepers Comfortable - Machine Washable and Hypoallergenic - Pack of 4","J. R. Osborne","Arrived compressed so have to shake them profusely to look like a pillow. They are OK. Not the best quality and look like they wouldn't last long if used regularly...but OK for our spare room.","Reviewed in the United Kingdom on 8 March 2024","4.0 out of 5 stars"
"87",87,"Pillow","Silentnight Deep Sleep Pillows 4 Pack - Medium Support Bed Pillows for Side, Front, Stomach and Back Sleepers Comfortable - Machine Washable and Hypoallergenic - Pack of 4","Amazon Customer","Delivered on time, and the driver was friendly. The pillows were as described, and very comfortable.","Reviewed in the United Kingdom on 6 March 2024","5.0 out of 5 stars"
"88",88,"Pillow","Silentnight Deep Sleep Pillows 4 Pack - Medium Support Bed Pillows for Side, Front, Stomach and Back Sleepers Comfortable - Machine Washable and Hypoallergenic - Pack of 4","rubyslippers","Soft and cosy, they don't wrap around your head when you lay down. One is enough for me, partner prefers 2.  Have kept shape without much need for plumping","Reviewed in the United Kingdom on 14 October 2023","5.0 out of 5 stars"
"89",89,"Pillow","Silentnight Deep Sleep Pillows 4 Pack - Medium Support Bed Pillows for Side, Front, Stomach and Back Sleepers Comfortable - Machine Washable and Hypoallergenic - Pack of 4","Anne","Happy with this order","Reviewed in the United Kingdom on 24 February 2024","3.0 out of 5 stars"
"90",90,"Pillow","Silentnight Deep Sleep Pillows 4 Pack - Medium Support Bed Pillows for Side, Front, Stomach and Back Sleepers Comfortable - Machine Washable and Hypoallergenic - Pack of 4","Amazon Customer","I ordered the no.7 firmness. Amazing. I mean amazing, I had a great sleep with no neck ache (for once). Used one pillow only.  I will ask my hubby hiw he found his .... when he wakes up.  Big thing for me is that my husband snores so bad, the neighbours can sometimes hear him (how embarrassing), however, he didn't snore very much last night - I know this because he usually wakes ne up. Great pillow - thank you SilentNight x","Reviewed in the United Kingdom on 31 December 2023","5.0 out of 5 stars"
"91",91,"Pillow","Silentnight Anti-Allergy Pillows 2 Pack – Soft Medium Support Anti Bacterial, Bed Hotel Pillows for Back, Stomach and Side Sleepers, White","Mz KJ","My pillows get well used and consequentially don't last very long. These pillows were flattened and out of shape and bounce within a couple of months. They are soft at least which I prefer. I just wish I could find longer lasting pillows. Considering replacing them already. Cheap and soft but not very long lasting.","Reviewed in the United Kingdom on 7 January 2024","4.5 out of 5 stars"
"92",92,"Pillow","Silentnight Anti-Allergy Pillows 2 Pack – Soft Medium Support Anti Bacterial, Bed Hotel Pillows for Back, Stomach and Side Sleepers, White","Mrs Marchy","Very comfortable and good value for money. I typically prefer firmer pillows but makes an excellent second pillow to boost the height.","Reviewed in the United Kingdom on 6 January 2024","5.0 out of 5 stars"
"93",93,"Pillow","Silentnight Anti-Allergy Pillows 2 Pack – Soft Medium Support Anti Bacterial, Bed Hotel Pillows for Back, Stomach and Side Sleepers, White","Mz KJ","Great pillow. Very squishy and returns to shape nicely.","Reviewed in the United Kingdom on 7 January 2024","3.0 out of 5 stars"
"94",94,"Pillow","Silentnight Anti-Allergy Pillows 2 Pack – Soft Medium Support Anti Bacterial, Bed Hotel Pillows for Back, Stomach and Side Sleepers, White","Shelbie","Fantastic supportive pillows which I use for sitting up in bed. Perfect for side sleepers.","Reviewed in the United Kingdom on 28 December 2023","5.0 out of 5 stars"
"95",95,"Pillow","Silentnight Anti-Allergy Pillows 2 Pack – Soft Medium Support Anti Bacterial, Bed Hotel Pillows for Back, Stomach and Side Sleepers, White","Mark Raymont","It’s been nearly a month since purchasing and both pillows are still keeping their shape which is a good sign. Bought these as found out I was allergic to feathers, so far so good, I can actually breathe through my nose in bed now. Very good quality.","Reviewed in the United Kingdom on 19 December 2023","5.0 out of 5 stars"
"96",96,"Pillow","Silentnight Anti-Allergy Pillows 2 Pack – Soft Medium Support Anti Bacterial, Bed Hotel Pillows for Back, Stomach and Side Sleepers, White","London222","Good for kids as comfortable yet not too expensive that you don’t mind replacing them often. The pillows don’t stay fluffy for long, go flat quite quickly.","Reviewed in the United Kingdom on 22 February 2024","4.0 out of 5 stars"
"97",97,"Pillow","Silentnight Anti-Allergy Pillows 2 Pack – Soft Medium Support Anti Bacterial, Bed Hotel Pillows for Back, Stomach and Side Sleepers, White","H G","Comfortable","Reviewed in the United Kingdom on 26 December 2023","5.0 out of 5 stars"
"98",98,"Pillow","Silentnight Anti-Allergy Pillows 2 Pack – Soft Medium Support Anti Bacterial, Bed Hotel Pillows for Back, Stomach and Side Sleepers, White","Mrs Marchy","Good quality nice pillows","Reviewed in the United Kingdom on 6 January 2024","5.0 out of 5 stars"
"99",99,"Pillow","Silentnight Anti-Allergy Pillows 2 Pack – Soft Medium Support Anti Bacterial, Bed Hotel Pillows for Back, Stomach and Side Sleepers, White","Mira","Nice pillow","Reviewed in the United Kingdom on 23 February 2024","3.0 out of 5 stars"
"100",100,"Pillow","Silentnight Anti-Allergy Pillows 2 Pack – Soft Medium Support Anti Bacterial, Bed Hotel Pillows for Back, Stomach and Side Sleepers, White","Amazon Customer","Good.","Reviewed in the United Kingdom on 29 January 2024","5.0 out of 5 stars"
"101",101,"Pillow","Silentnight Anti-Allergy Pillows 2 Pack – Soft Medium Support Anti Bacterial, Bed Hotel Pillows for Back, Stomach and Side Sleepers, White","Mz KJ","My pillows get well used and consequentially don't last very long. These pillows were flattened and out of shape and bounce within a couple of months. They are soft at least which I prefer. I just wish I could find longer lasting pillows. Considering replacing them already. Cheap and soft but not very long lasting.","Reviewed in the United Kingdom on 7 January 2024","4.5 out of 5 stars"
"102",102,"Pillow","Silentnight Anti-Allergy Pillows 2 Pack – Soft Medium Support Anti Bacterial, Bed Hotel Pillows for Back, Stomach and Side Sleepers, White","Mrs Marchy","Very comfortable and good value for money. I typically prefer firmer pillows but makes an excellent second pillow to boost the height.","Reviewed in the United Kingdom on 6 January 2024","5.0 out of 5 stars"
